WALIS LUM ID,Is this datapoint public?,Luminescence method,IGSN,Reference (s),Sample ID,Analysis ID,Reported ID,Laboratory name,Mineral type,Grain size,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Sample latitude (decimal degrees),Sample longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Comments on elevation,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Aliquot size,Equivalent Dose measurement protocol,Treatment during measurement,Statistical model for burial dose,Machine type,Detection unit,Stimulation unit,Optical Filters used for Detection,Number of aliquots/ single grains run,Number of aliquots/ single grains used in sample,Uncertainty level,Equivalent dose (Gy),Equivalent dose uncertainty (Gy),Overdispersion value (%),Overdispersion value uncertainty (%),Depth of burial (m),Approach of dose rate dermination,Uncertainty levels,Uranium content (ppm),Uranium content uncertainty (ppm),Thorium content (ppm),Thorium content uncertainty (ppm),Potassium content (%),Potassium content uncertainty (%),Rubidium content (ppm),Rubidium content uncertainty (ppm),Alpha dose rate (Gy/ka),Alpha dose rate uncertainty (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate uncertainty (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate uncertainty (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate uncertainty (Gy/ka),Field water content (% of dry mass),Water content determination method,Water Content used in Final Age Calculation (% of dry mass),Water Content used in Final Age Calculation  uncertainty (% of dry mass),Alpha attenuation factor,Dose Rate conversion factors,Total dose rate (Gy/Ka),Total dose rate uncertainty (Gy/ka),Was fading correction applied?,Method of fading correction,g-value (% per decade),g-value (±1σ) (% per decade),Comments,Record created by,Record updated by,Last Update
396,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-007,AL18-007-001,Risø 993701,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",90.00,7.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,39,27,1-sigma,99.8,6.2,35,,11.2,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,24,Weight percentage from a separate sample taken from the main sample.,,,,,1.11,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:22:36
397,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-008,AL18-008-001,Risø 993702,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",99.00,9.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,21,20,1-sigma,98.3,7.2,43,,10.8,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,30,Weight percentage from a separate sample taken from the main sample.,,,,,0.99,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:22:25
398,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-009,AL18-009-001,Risø 993703,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",149.00,17.00,300-500 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,27,25,1-sigma,158.7,16,57,,10.5,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,21,Weight percentage from a separate sample taken from the main sample.,,,,,1.06,0.06,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:22:10
399,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-009,AL18-009-002,Risø 993703,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",138.00,11.00,63-90 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,15,15,1-sigma,159.1,9.3,17,,10.5,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,21,Weight percentage from a separate sample taken from the main sample.,,,,,1.15,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:29:01
400,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-010,AL18-010-001,Risø 993704,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",121.00,9.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,15,14,1-sigma,139.5,8.3,15,,10.2,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,27,Weight percentage from a separate sample taken from the main sample.,,,,,1.15,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:30:40
401,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-011,AL18-011-001,Risø 993705,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",99.00,6.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,15,15,1-sigma,132,5.1,9,,9.95,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,29,Weight percentage from a separate sample taken from the main sample.,,,,,1.33,0.06,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:32:17
402,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-012,AL18-012-001,Risø 993706,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",109.00,7.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,15,15,1-sigma,124.7,4.5,8,,9.7,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,26,Weight percentage from a separate sample taken from the main sample.,,,,,1.14,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:33:46
403,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-013,AL18-013-001,Risø 993707,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",107.00,10.00,300-500 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,27,26,1-sigma,116.9,9.3,62,,9.1,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,24,Weight percentage from a separate sample taken from the main sample.,,,,,1.1,0.06,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:35:47
404,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-013,AL18-013-002,Risø 993707,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",110.00,7.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,21,19,1-sigma,129.2,5.7,14,,9.1,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,24,Weight percentage from a separate sample taken from the main sample.,,,,,1.17,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:37:16
405,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-015,AL18-015-001,Risø 993709,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",114.00,8.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,21,21,1-sigma,127.3,4.9,16,,8.5,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,24,Weight percentage from a separate sample taken from the main sample.,,,,,1.12,0.06,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:40:02
406,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-016,AL18-016-001,Risø 993710,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",141.00,11.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,21,20,1-sigma,148.1,8.2,21,,7.5,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,32,Weight percentage from a separate sample taken from the main sample.,,,,,1.05,0.06,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:41:46
407,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-017,AL18-017-001,Risø 993711,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",147.00,12.00,250-500 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,27,26,1-sigma,139.5,8.1,32,,7.4,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,30,Weight percentage from a separate sample taken from the main sample.,,,,,0.95,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:43:37
408,1,OSL,,"Alexanderson and Landvik, 2018
 Landvik et al., 1992",AL18-017,AL18-017-002,Risø 993711,Nordic Laboratory for Luminescence Dating,Quartz,Coarse grains (sand),1999-01-01 00:00:00,Yes,,,,77.570600,14.440200,No,Mean Sea Level / General definition,Cross-section from publication,19,4,N/A,N/A,"Exact elevation of the samples was not stated, but all were taken from outcrops of Formation 3, which from the diagram occurs between 14 and 24 m. The uncertainty is that range.",Equal to,MIS 5,"OSL samples range from 66-240 ka from this unit, but excluding two outliers, gives an average age that is within MIS 5e. Large uncertainties means that a MIS 5c age cannot be ruled out.",141.00,11.00,90-150 micrometer,single aliquot regenerative (SAR),preheat plateau tests,,Risø TL/OSL-readers,,blue light,,21,20,1-sigma,142.4,8.2,22,,7.4,gamma spectrometry data,1-sigma,,,,,,,,,,,,,,,,,30,Weight percentage from a separate sample taken from the main sample.,,,,,1.01,0.05,,,,,Taken from a coarsening upwards marine unit. The top was interpreted as being the foreshore of a beach.,Evan Gowan,Evan Gowan,2021-03-31 15:45:02
80,1,OSL,,"Andreucci et al., 2009
 Cerrone et al., 2021",AN09-001,AN-001-001,SGS1,,Quartz,,,Yes,,,,39.888400,8.430500,No,Mean Sea Level / General definition,"dGPS, hand level and tape",2.5,0.25,2.5,0.5,,Equal to,N/A,,186.00,13.00,,,,,Risø TL/OSL reader machine,,,,N/A,N/A,undefined,190.0,7.0,,,7.5,,,11.60,2.40,4.70,0.02,,,,,,,,,,,,,,,0.600,,,,1.020,0.030,,,,,,Matteo Vacchi,,2020-03-08 09:15:39
81,1,OSL,,"Andreucci et al., 2009
 Cerrone et al., 2021",AN09-002,AN-002-001,SGS2,,Quartz,,,Yes,,,,39.886100,8.433200,No,Mean Sea Level / General definition,"dGPS, hand level and tape",3.5,0.25,3.5,0.5,,Equal to,MIS 5e,,120.00,10.00,,"A single aliquot regenerative (SAR) dose protocol was used for equivalent dose (De) measurements (Murray and Wintle, 2000, 2003). The OSL measurements (40 s) were made at 125 °C, after pre-heating aliquots for 10 s at 260 °C with a cutheat of the same time at 220 °C, and finally a 40 s stimulation at 280 °C to ensure that the sample was completely emptied before beginning the next SAR cycle.",,,Risø TL/OSL reader machine,,,,N/A,N/A,undefined,82.0,3.0,,,4.5,,,9.96,4.70,6.99,0.30,,,,,,,,,,,,,,,2.100,,,,0.685,0.050,,,,,,Matteo Vacchi,Matteo Vacchi,2020-03-08 09:28:24
82,1,OSL,,"Andreucci et al., 2009
 Cerrone et al., 2021",AN09-003,AN-003-001,SGS3,,Quartz,,,Yes,,,,39.882900,8.435700,No,Mean Sea Level / General definition,"dGPS, hand level and tape",1.5,0.25,1.5,0.5,,Equal to,MIS 5e,,100.00,5.00,,"A single aliquot regenerative (SAR) dose protocol was used for equivalent dose (De) measurements (Murray and Wintle, 2000, 2003). The OSL measurements (40 s) were made at 125 °C, after pre-heating aliquots for 10 s at 260 °C with a cutheat of the same time at 220 °C, and finally a 40 s stimulation at 280 °C to ensure that the sample was completely emptied before beginning the next SAR cycle.",,,Risø TL/OSL reader machine,,,,N/A,N/A,undefined,90.0,2.0,,,4.5,,,12.80,4.10,4.50,0.30,,,,,,,,,,,,,,,5.400,,,,0.900,0.040,,,,,,Matteo Vacchi,Matteo Vacchi,2020-03-08 09:31:57
44,1,OSL,,"Armitage et al., 2006
 Boyden et al., 2021",AR06-001,AR06-001-001,Aber/28-IN1,,Quartz,,,Yes,,,,-25.971441,32.991833,Yes,Mean Sea Level / General definition,Not reported,N/A,N/A,N/A,N/A,Elevation of the sample is not provided. Only the depth of the sample is provided.,Younger than,MIS 6,"Likely underestimated because of (1) smallest De value, (2) natural OSL signals are close to the saturation level obtained for laboratory OSL measurements. This is also constrained by other lines of geomorphological reasoning.",150.00,24.00,2-3 mg,single aliquot regenerative dose (SAR),Stimulation temperature = 125 C,,Risø TL/OSL,EMI 9635QA,2 blue LEDs 2.2 W/m2 and 16.9W/m2.,Schott GG-420 filters,N/A,N/A,undefined,101.0,10.0,,,3,,undefined,0.31,0.07,43.00,0.02,0.51,0.02,,,,,,,,,0.1400,0.0800,,,5.000,5.000,,,0.670,0.080,,,,,,Patrick Boyden,,2020-02-24 07:35:56
45,1,OSL,,"Armitage et al., 2006
 Boyden et al., 2021",AR06-002,AR06-002-001,Aber/28-IN11,,Quartz,,,Yes,,,,-26.061489,32.904161,Yes,Mean Sea Level / General definition,Not reported,N/A,N/A,N/A,N/A,Elevation of the sample is not provided. Only the depth of the sample is provided.,Younger than,MIS 5,,101.00,8.00,2-3 mg,single aliquot regenerative dose (SAR),Stimulation temperature = 125 C,,Risø TL/OSL,EMI 9635QA,2 blue LEDs 2.2 W/m2 and 16.9W/m2.,Schott GG-420 filters,N/A,N/A,undefined,133.0,7.0,,,40,,undefined,0.77,0.12,3.46,0.39,1.09,0.03,,,,,,,,,0.0100,0.0100,,,5.000,5.000,,,1.320,0.070,,,,,,Patrick Boyden,,2020-02-24 07:43:30
46,1,OSL,,"Armitage et al., 2006
 Boyden et al., 2021",AR06-003,AR06-003-001,Aber/28-BA14,,Quartz,,,Yes,,,,-21.674967,35.439935,Yes,Mean Sea Level / General definition,Not reported,N/A,N/A,N/A,N/A,Elevation of the sample is not provided. Only the depth of the sample is provided.,Equal to,MIS 5e,,126.00,12.00,2-3 mg,single aliquot regenerative dose (SAR),Stimulation temperature = 125 C,,Risø TL/OSL,EMI 9635QA,2 blue LEDs 2.2 W/m2 and 16.9W/m2.,Schott GG-420 filters,N/A,N/A,undefined,176.0,14.0,,,20,,undefined,0.50,0.05,1.09,0.15,1.30,0.02,,,,,,,,,0.1200,0.0200,,,5.000,5.000,,,1.390,0.070,,,,,,Patrick Boyden,,2020-02-24 07:50:09
