WALIS ESR ID,Is this datapoint public?,Method,IGSN,Reference(s),Sample ID,Analysis ID,Reported ID,Laboratory name,Date of analysis,Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Younger/Equal to,Marine Isotopic Stage,Comments/details on MIS designation or age,Age (ka),Age uncertainty (ka),Mineral type,Grain size (µm),Aliquot size (mg),Measurement protocol,ESR spectrometre type,Measurement temperature (K),Acquisition parameters,ESR signal,Number of scans,Number of repeated measurements,Number of rotations in the cavity,Evaluation of the ESR signal intensity,Correction of the ESR intensities,Bleaching coefficient (%),Fitting program and error calculation,Fitting function,Data weighting used for fitting,Equivalent dose estimate (Gy),Equivalent dose estimate undertainty (±1σ) (Gy),Depth (m),Technique,Dose rate uncertainty type,external U (ppm),external U error (ppm),external Th (ppm),external Th error (ppm),external K (%),external K error (%),external Rb (ppm),external Rb error (ppm),External dose rate (Gy/ka),External dose rate uncertainty (Gy/ka),internal U (ppm),internal U error (ppm),internal Th (ppm),internal Th error (ppm),internal K (%),internal K error (%),internal Rb (ppm),internal Rb error (ppm),Internal dose rate (Gy/ka),Internal dose rate uncertainty (Gy/ka),Alpha dose rate (Gy/ka),Alpha dose rate error (Gy/ka),Gamma dose rate (Gy/ka),Gamma dose rate error (Gy/ka),Beta dose rate (Gy/ka),Beta dose rate error (Gy/ka),Cosmic dose rate (Gy/ka),Cosmic dose rate error (Gy/ka),Field water content (% of dry mass),Water content determination method,Water content used (%),Water content used error (%),Attenuation factors,Conversion factors,Alpha efficiency factor,Etching method,Etch depth (µm),Etch depth error (µm),Total dose rate (Gy/ka),Total dose rate uncertainty (Gy/ka),Comments and notes,Record created by,Record updated by,Last Update
175,1,Molluscs,,Möller et al 2007,MO07-001,MO07-001-001,TLN 333-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115566,96.927869,No,Mean Sea Level / General definition,Topographic map and digital elevation models,79.3,N/A,79.3,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",89.00,7.20,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,108.00000000,,,,N/A,1.14000000,0.03000000,3.51000000,0.14000000,1.36000000,0.03000000,,,0.63700000,,1.60000000,0.05000000,,,,,,,0.44400000,,,,,,,,,,,,3.0,5.0,,,,,,,1.21300000,,Shell species: Astarte borealis,Evan Gowan,Evan Gowan,2021-05-20 14:07:48
176,1,Molluscs,,Möller et al 2007,MO07-002,MO07-002-001,TLN 334-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115566,96.927869,No,Mean Sea Level / General definition,Topographic map and digital elevation models,80.2,N/A,80.2,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",80.60,7.30,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,54.00000000,,,,N/A,0.46000000,0.01000000,1.12000000,0.04000000,0.57000000,0.01000000,,,0.22700000,,1.10000000,0.03000000,,,,,,,0.30100000,,,,,,,,,,,,3.0,5.0,,,,,,,0.67800000,,Shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-05-20 14:07:36
177,1,Molluscs,,Möller et al 2007,MO07-003,MO07-003-001,TLN 336-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115566,96.927869,No,Mean Sea Level / General definition,Topographic map and digital elevation models,79.9,N/A,79.9,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",83.00,6.90,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,103.00000000,,,,N/A,1.06000000,0.03000000,2.59000000,0.10000000,1.19000000,0.02000000,,,0.59300000,,2.00000000,0.06000000,,,,,,,0.52900000,,,,,,,,,,,,3.0,5.0,,,,,,,1.24400000,,Shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-05-20 14:07:25
178,1,Molluscs,,Möller et al 2007,MO07-004,MO07-004-001,TLN 337-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115566,96.927869,No,Mean Sea Level / General definition,Topographic map and digital elevation models,81.7,N/A,81.7,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",82.40,6.90,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,103.00000000,,,,N/A,0.95000000,0.03000000,3.53000000,0.14000000,1.21000000,0.02000000,,,0.51700000,,1.10000000,0.03000000,,,,,,,0.30500000,,,,,,,,,,,,3.0,5.0,,,,,,,0.97700000,,Shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-05-20 14:07:14
179,1,Molluscs,,Möller et al 2007,MO07-005,MO07-005-001,TLN 339-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.129910,96.796953,No,Mean Sea Level / General definition,Topographic map and digital elevation models,98.9,N/A,98.9,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",96.50,9.10,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,71.00000000,,,,N/A,0.24000000,0.01000000,0.85000000,0.03000000,0.44000000,0.01000000,,,0.18000000,,1.30000000,0.04000000,,,,,,,0.37300000,,,,,,,,,,,,3.0,5.0,,,,,,,0.73600000,,Shell species: Mya truncata,Evan Gowan,Evan Gowan,2021-05-20 14:07:00
180,1,Molluscs,,Möller et al 2007,MO07-006,MO07-006-001,TLN 340-103,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.129910,96.796953,No,Mean Sea Level / General definition,Topographic map and digital elevation models,98.3,N/A,98.3,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",105.30,9.10,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,88.00000000,,,,N/A,0.63000000,0.02000000,1.39000000,0.06000000,0.56000000,0.01000000,,,0.34300000,,1.20000000,0.04000000,,,,,,,0.33600000,,,,,,,,,,,,3.0,5.0,,,,,,,0.84000000,,Shell species: Macoma calcarea,Evan Gowan,Evan Gowan,2021-05-20 14:06:47
181,1,Molluscs,,"Bolshiyanov and Makeyev, 1995
 Möller et al 2007",MO07-007,MO07-007-001,TLN 355-094,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115744,96.932873,No,Mean Sea Level / General definition,Topographic map and digital elevation models,87.3,N/A,87.3,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",76.70,7.00,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,144.00000000,,,,N/A,1.72000000,0.05000000,5.96000000,0.24000000,2.14000000,0.04000000,,,1.12300000,,2.50000000,0.08000000,,,,,,,0.63700000,,,,,,,,,,,,3.0,5.0,,,,,,,1.88500000,,Shell species: Mya truncata,Evan Gowan,Evan Gowan,2021-05-20 14:06:33
182,1,Molluscs,,"Bolshiyanov and Makeyev, 1995
 Möller et al 2007",MO07-008,MO07-008-001,TLN 356-094,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,79.115744,96.932873,No,Mean Sea Level / General definition,Topographic map and digital elevation models,86.9,N/A,86.9,10,"Elevation measurements were made via a barometric altimeter with a reported accuracy of 2 m, which were calibrated against points on a stereoscopically derived elevation map of unknown vertical accuracy. We have nominally set the elevation uncertainty to be 10 m.",Equal to,MIS 5,"ESR dates from unit M-III are generally younger than MIS 5e, though GSL dates from the same unit are older than MIS 5e. Radiocarbon dates are infinite.",94.60,8.70,aragonite,75-400,,Measurement protocol described by Moloddkov (1988) and Molodkov et al (1998),X-band ESR spectrometer ERS-221,,100 kHz field modulation,g=2.0012,,,,G1=2.0060; g2=2.0034; g3=2.0022; g4=2.0010,"One alliquote was left in a natural state, others irrated up to 1000 Gy using a calibrated 60Co source delivering 4x10^-2 Gy s-1. After irradiation, all alliquotes were annealed for 2 hours at 100C",,,,,154.00000000,,,,N/A,1.44000000,0.04000000,5.37000000,0.21000000,2.15000000,0.04000000,,,0.94200000,,2.00000000,0.06000000,,,,,,,0.57100000,,,,,,,,,,,,3.0,5.0,,,,,,,1.63100000,,Shell species: Mya truncata,Evan Gowan,Evan Gowan,2021-05-20 14:06:18
204,1,Molluscs,,"Möller et al., 2008",MO08-001,MO08-001-001,291-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.358333,102.683333,No,Mean Sea Level / General definition,Barometric altimeter,58.3,2,58.3,10,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply a nominal uncertainty of 10 m.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",143.40,10.80,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,248.00000000,,1,,N/A,0.85000000,,3.23000000,,1.37000000,,,,,,1.70000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1739.00000000,,shell species: Hiatella arctica,Evan Gowan,,2021-07-12 06:19:59
205,1,Molluscs,,"Möller et al., 2008",MO08-002,MO08-002-001,294-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,73.916667,102.661667,No,Mean Sea Level / General definition,Barometric altimeter,45.7,2,45.7,9.1,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",156.30,10.80,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,197.34000000,,6,,N/A,0.43000000,,2.00000000,,1.31000000,,,,,,0.83000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271.00000000,,shell species: Mya truncata,Evan Gowan,,2021-07-12 06:26:28
206,1,Molluscs,,"Möller et al., 2008",MO08-003,MO08-003-001,295-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,73.916667,102.661667,No,Mean Sea Level / General definition,Barometric altimeter,46.5,2,46.5,9.3,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",145.10,10.20,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,207.61000000,,5,,N/A,0.72000000,,1.98000000,,1.61000000,,,,,,1.10000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.00000000,,shell species: Astarte borealis,Evan Gowan,,2021-07-12 06:30:45
207,1,Molluscs,,"Möller et al., 2008",MO08-004,MO08-004-001,2978-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.505000,103.205000,No,Mean Sea Level / General definition,Barometric altimeter,41.9,2,41.9,8.4,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",118.40,7.10,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,230.03000000,,2,,N/A,0.77000000,,3.15000000,,1.16000000,,,,,,2.80000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931.00000000,,shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-10-04 02:50:20
208,1,Molluscs,,"Möller et al., 2008",MO08-005,MO08-005-001,299-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.505000,103.205000,No,Mean Sea Level / General definition,Barometric altimeter,41.8,2,41.8,8.4,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",141.90,10.20,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,230.24000000,,2,,N/A,0.71000000,,4.07000000,,1.17000000,,,,,,1.50000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633.00000000,,shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-10-04 02:50:50
209,1,Molluscs,,"Möller et al., 2008",MO08-006,MO08-006-001,301-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.505000,103.196667,No,Mean Sea Level / General definition,Barometric altimeter,38.1,2,38.1,7.6,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",118.20,8.30,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,218.64000000,,1,,N/A,1.30000000,,4.12000000,,1.47000000,,,,,,1.60000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.00000000,,shell species: Astarte borealis,Evan Gowan,Evan Gowan,2021-10-04 02:51:12
210,1,Molluscs,,"Möller et al., 2008",MO08-007,MO08-007-001,302-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.505000,103.196667,No,Mean Sea Level / General definition,Barometric altimeter,37.2,2,37.2,7.4,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",126.80,9.00,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,264.23000000,,2,,N/A,1.50000000,,6.43000000,,1.23000000,,,,,,2.30000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2095.00000000,,shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-10-04 02:51:33
211,1,Molluscs,,"Möller et al., 2008",MO08-008,MO08-008-001,302-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.500000,103.196667,No,Mean Sea Level / General definition,Barometric altimeter,33.8,2,33.8,6.8,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",111.10,7.70,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,187.42000000,,2,,N/A,1.34000000,,5.33000000,,1.41000000,,,,,,0.75000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.00000000,,shell species: Hiatella arctica,Evan Gowan,Evan Gowan,2021-10-04 02:51:57
212,1,Molluscs,,"Möller et al., 2008",MO08-009,MO08-009-001,304-060,"Research Laboratory for Quaternary Geochronology, Tallinn Technical University",,Yes,,,,77.500000,102.196667,No,Mean Sea Level / General definition,Barometric altimeter,32.3,2,32.3,6.5,"Elevation measurements were referenced from waypoints taken from a 1:100,000 topography map and air photo interpretation. The elevation was measured using a barometric altimeter with a stated uncertainty of 2 m. Since the details of the map are not stated, we apply an uncertainty of 20% of the stated elevation.",Equal to,MIS 5,"Based on stratigraphy and other ESR and OSL dates from this unit, this unit was interpreted to be from the sea level regression after the MIS 6 glaciation, so is very late MIS 6 or MIS 5e in age.",123.60,9.00,mollusc shell,,,Analytical procedure described by Molodkov 1988; Molodkov et al. 1998,,,,,,,,,,,,,,184.99000000,,3,,N/A,0.80000000,,3.69000000,,1.45000000,,,,,,1.40000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1503.00000000,,shell species: Hiatella arctica,Evan Gowan,,2021-07-12 07:01:25
213,1,Molluscs,,"Möller et al., 2019a
 Möller et al., 2019b",MO19-001,MO19-001-001,Nov 2:1,"Research Laboratory for Quaternary Geochronology at Tallinn Technical University,",,Yes,,,,72.827500,105.784550,No,Mean Sea Level / General definition,Topographic map and digital elevation models,16.5,N/A,16.5,2,"Samples were from river cut sections. Elevations were measured relative to the high water mark of the rivers. The elevation of the high water mark was referenced against topography maps with a contour interval of 10 m. The elevation contours on these maps are regarded as being very accurate, so measurements taken close to the contour lines were regarded as having an accuracy of close to 1 m, while between the contours it would be a maximum of 5 m. Per Möller says that in most cases, an uncertainty of +/-2 m is appropriate, which is what we are using.",Equal to,MIS 5,,131.00,11.00,,,,,,,direct measurements of the amount of radiation-induced paramagnetic centres from the shell and surrounding sediments,,,,,,,,,,,153.50000000,,7,,N/A,0.17000000,,0.61000000,,1.27000000,,,,,,0.36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153.00000000,,Species: Hiatella arctica. Sediments were shoreface marine facies.,Evan Gowan,,2021-08-05 05:55:48
214,1,Molluscs,,"Möller et al., 2019a
 Möller et al., 2019b",MO19-002,MO19-002-001,BBR 17A:1,"Research Laboratory for Quaternary Geochronology at Tallinn Technical University,",,Yes,,,,73.618066,105.636300,No,Mean Sea Level / General definition,Topographic map and digital elevation models,8.4,N/A,8.4,2,"Samples were from river cut sections. Elevations were measured relative to the high water mark of the rivers. The elevation of the high water mark was referenced against topography maps with a contour interval of 10 m. The elevation contours on these maps are regarded as being very accurate, so measurements taken close to the contour lines were regarded as having an accuracy of close to 1 m, while between the contours it would be a maximum of 5 m. Per Möller says that in most cases, an uncertainty of +/-2 m is appropriate, which is what we are using.",Equal to,MIS 5,"Although the age corresponds to MIS 5c, the authors regarded this as an underestimation and the deposit is MIS 5e in age.",104.50,8.90,,,,,,,direct measurements of the amount of radiation-induced paramagnetic centres from the shell and surrounding sediments,,,,,,,,,,,199.20000000,,,,N/A,0.72000000,,5.76000000,,1.74000000,,,,,,0.22000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.00000000,,Species: Portlandia arctica. Sediments were marine facies.,Evan Gowan,Evan Gowan,2021-08-05 07:38:19
