WALIS U-Series ID,Is this datapoint public?,Material type,Details on dated material,Type of spectrometry,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Accepted?,Reason for rejection,Screening,Latitude (decimal degrees),Longitude (decimal degrees),Reported Latitude,Reported Longitude,Are Lat/Long estimated?,Comments on geographic coordinates,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Terrace ID,Facies description,Reported as in situ?,Reported as in growth position?,Taxa information (as reported),Family,Genus,Species,Pa/Th age?,14C age?,Instrument,Decay constants,Comments on decay constants,Calibration method for 230Th/238U ratio,Calibration method for 234U/238U ratio,Comments on spike calibration,Published % calcite,Interpreted % calcite,[230Th/232Th]ACT backcalculated?,[232Th/238U]ACT backcalculated?,[230Th/238U]ACT backcalculated?,[234Th/238U]ACT backcalculated?,[232Th] (ppb),[232Th] (ppb) uncertainty (±2σ),[238U] (ppm),[238U] (ppm) uncertainty (±2σ),Atomic ratio (232Th/238U)*10^5,Initial 230Th/232Th,[230Th/232Th]ACT,[230Th/232Th]ACT uncertainty (±2σ),[232Th/238U]ACT,[232Th/238U]ACT uncertainty (±2σ),[230Th/234U]ACT,[230Th/234U]ACT uncertainty (±2σ),Reference material name for 230Th/238U,Reference material name for 234U/238U,Correction factor for 230Th/238U,Correction factor for 230Th/238U uncertainty (±2σ),Correction factor for 234U/238U,Correction factor for 234U/238U uncertainty (±2σ),Comments,Recalculated [230Th/238U]ACT,Recalculated [230Th/238U]ACT uncertainty (±2σ),Recalculated [234U/238U]ACT,Recalculated [234U/238U]ACT uncertainty (±2σ),Age is Older/Equal/Younger than,Marine Isotopic Stage,Age determination,Record created by,Record updated by,Last Update
2379,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-003,SR69-003-001,DT-S-3,,Yes,,,34.0305556,-118.7666667,,,Yes ,Coordinates were determined from locating site on topographic maps.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Tresus nuttallii,Mactridae,Tresus,Tresus nuttallii,No ,No,Not reported,,,,,,<2%,,,No,No,No,260,10,2.71,0.03,,,29,,,,0.722,0.022,,,,,,,,,,,,Equal to,MIS 5,Age = 111+/-15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2380,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-004,SR69-004-001,DT-S-4,,Yes,,,34.0305556,-118.7666667,,,Yes ,Coordinates were determined from locating site on topographic maps.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Tivela stultorum,Veneridae,Tivela,,No ,No,Not reported,,,,,,<2%,,,No,No,No,460,10,1.98,0.02,,,11,,,,0.702,0.021,,,,,,,,,,,,Equal to,MIS 5,Age = 106+/-15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2381,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-005,SR69-005-001,M1710-A,,Yes,,,34.03,-118.71,,,Yes ,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Tivela stultorum,Veneridae,Tivela,,No ,No,Not reported,,,,,,<2%,,,No,No,No,200,10,3.22,0.05,,,40,,,,0.72,0.03,,,,,,,,,,,,Equal to,MIS 5,Age = 103+/-20,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2382,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-006,SR69-006-001,M1710-B,,Yes,,,34.03,-118.71,,,Yes ,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Astrae undosa,Turbinidae,Megastraea,M. undosa,No ,No,Not reported,,,,,,<2%,,,No,No,No,180,10,1.89,0.03,,,33,,,,0.85,0.04,,,,,,,,,,,,Equal to,MIS 5,Age = 102+/-25,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2383,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-007,SR69-007-001,M1710-D,,Yes,,,34.03,-118.71,,,Yes ,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Dume ,,,,Trachycardium quadragenarium,Cardiidae,Dallocardia,Dallocardia quadragenaria,No ,No,Not reported,,,,,,<2%,,,No,No,No,1560,30,2.68,0.04,,,6,,,,0.87,0.04,,,,,,,,,,,,Equal to,MIS 5,Age = 95+/-25,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2384,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-008,SR69-008-001,PV-S-1,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Tivela stultorum,Veneridae,Tivela,,No ,No,Not reported,,,,,,<2,,,No,No,No,93,9,2.14,0.02,,,51,,,,0.636,0.019,,,,,,,,,,,,Equal to,MIS 5a,Age = 86 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2385,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-009,SR69-009-001,PV-S-2,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Tresus nuttalii,Mactridae,Tresus,Tresus nuttallii,No ,No,Not reported,,,,,,<2,,,No,No,No,36,4,2.94,0.03,,,183,,,,0.632,0.019,,,,,,,,,,,,Equal to,MIS 5a,Age = 95 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2386,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-010,SR69-010-001,PV-S-3,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Olivella biplicata,Olivellidae ,Olivella,Olivella biplicata,No ,No,Not reported,,,,,,<2,,,No,No,No,39,4,2.12,0.02,,,124,,,,0.651,0.02,,,,,,,,,,,,Equal to,MIS 5a,Age = 110 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2387,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-011,SR69-011-001,PV-S-4,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Amiantis callosa,Veneridae ,Amiantis,Amiantis callosa,No ,No,Not reported,,,,,,<2,,,No,No,No,27,3,1.09,0.01,,,91,,,,0.629,0.019,,,,,,,,,,,,Equal to,MIS 5a,Age = 84 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2388,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-012,SR69-012-001,PV-S-5,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Macoma nasuta,Tellinidae,Macoma,Macoma nasuta,No ,No,Not reported,,,,,,<2,,,No,No,No,30,3,0.7,0.01,,,48,,,,0.591,0.018,,,,,,,,,,,,Equal to,MIS 5a,Age = 70 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2389,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-013,SR69-013-001,PV-S-6,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Protothaca staminea,Veneridae,Protothaca,Protothaca staminea,No ,No,Not reported,,,,,,<2,,,No,No,No,56,6,2.24,0.02,,,85,,,,0.597,0.018,,,,,,,,,,,,Equal to,MIS 5a,Age = 78 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2390,1,Mollusk or algae,,Mass spectrometer,"Szabo and Rosholt, 1969
 Thompson and Creveling, 2021",,SR69-014,SR69-014-001,M2017,,Yes,,,33.7246996,-118.3552086,,,No,Coordinates of USGS loc were unable to be determiend.,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,First Terrace,,,,Florimetis biangulata,Tellinidae,Leporimetis Iredale,Leporimetis obesa,No ,No,Not reported,,,,,,<2,,,No,No,No,30,10,0.94,0.02,,,63,,,,0.58,0.03,,,,,,,,,,,,Equal to,MIS 5a,Age = 81 +/- 15,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2341,1,Mollusk or algae,Spondylus gaederopodus,Alpha,"Stearns & Thurber, 1965
 Cerrone et al., 2021",,ST65-001,ST65-001-001,L-884B,,N/A,,,43.690000,7.290000,,,No,,Mean Sea Level / General definition,Not reported,20,5,,,The details about the elevation measurement are missing. We assume at least 5 m because likely based on topographic maps. ,,Beach deposit in the Grotte du Lazaret,Not Reported,Not Reported,,,,Spondylus gaederopodus,,,Alpha counting,No Info,,SE,SE,,,,,,,,,,0.220,0.010,,,,,,,0.68,0.04,,,,,,,,,,,,Equal to,MIS 5,The original paper report an age of 110 +-10,Matteo Vacchi,Matteo Vacchi,2020-10-30 08:09:23
2342,1,Mollusk or algae,mixed shells,Alpha,"Stearns & Thurber, 1965
 Cerrone et al., 2021",,ST65-002,ST65-002-001,L-934E,,N/A,,,43.740000,7.400000,,,No,,Mean Sea Level / General definition,Not reported,33.5,5,,,The details about the elevation measurement are missing. We assume at least 5 m because it was likely based on topographic map,,"Beach deposit at Les Moulins, Monaco",Not Reported,Not Reported,,,,Mixed marine shells,,,Alpha counting,No Info,,SE,SE,,,,,,,,,,0.320,,,,,,,,0.50,0.04,,,,,,,,,,,,Equal to,MIS 5,The original paper report an age of 75 +-6. ,Matteo Vacchi,,2020-10-30 08:08:46
2343,1,Mollusk or algae,mixed shells,Alpha,"Stearns & Thurber, 1965
 Cerrone et al., 2021",,ST65-003,ST65-003-001,L-934L,,N/A,,,43.730000,7.400000,,,No,,Mean Sea Level / General definition,Not reported,1.8,1,,,The details about the elevation measurement are missing. We assume  1 m because the measurement is not much higher above msl,,"Beach deposit in the Tunnel du rocher, Monaco",Not Reported,Not Reported,,,,Mixed marine shells,,,Alpha counting,No Info,,SE,SE,,,,,,,,,,1.85,,,,,,,,0.54,0.02,,,,,,,,,,,,Equal to,MIS 5,The original paper report an age of 82 +-5. ,Matteo Vacchi,,2020-10-30 08:15:58
2396,1,Mollusk or algae,,Alpha,"Veeh and Chappell 1970
 Thompson and Creveling, 2021",,VC70-001,VC70-001-001,NG 625,,Yes,,,-6.2206748,147.6766172,,,No,,Mean Sea Level / General definition,"dGPS, hand level and tape",,,,,,Reef Complex V,,,,Tridacna gigas,Cardiidae,Tridacna,Tridacna gigas,No ,No,Not reported,,,,,,<5%,,No,No,No,No,,,0.36,0.08,,,,,,,0.5,0.02,,,,,,,,,,,,Equal to,MIS 5,Age = 74+/-4,Jessica Creveling and Schmitty Thompson,,2020-11-19 11:24:05
2006,1,Mollusk or algae,in situ shells derived from marine sediments covering the strand plains or deposited in nearby gullies,Mass spectrometer,"Victor et al., 2011
 Freisleben et al., 2021",,VI11-001,VI11-001-001,M7unit2,,Yes,,,-23.097851,-70.484931,,,,,Not reported,Not reported,N/A,N/A,,,,,,Yes,,,,,,Yes,No,Not reported,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5,,Roland Freisleben,,2020-09-17 12:05:41
13,1,Mollusk or algae,Alpha or Mass spectrometer Q: not known,Mass spectrometer,"Beets & Beets, 2003
 Peeters et al., 2016
 Van Leeuwen et al., 2000",,VL00-001,VL00-001-001,none,1999-01-01 00:00:00,Yes,,,52.378204,4.914021,52.378204,4.914021,No,,Mean Sea Level / General definition,Total station or Auto/hand level,-29.86,0.05,-31.31,0.05,"Van Leeuwen et al. (2000: 172)  ""The U/Th age of the sediment at 29.86 m is 118.2 ",not applicable,"Van Leeuwen et al. (2000): ""Pristine shells of a mollusc, Venerupis aurea senescens"".
Peeters et al. (2016): pIRIR luminescence dates from Amsterdam Terminal core  from same unit containing the U/Th mollusc indicate younger ages, and poor bleaching. The sandy unit containing is the basal part of an Early Weichselian fluvial channel feature (unit A4), rather than a late Eemian tidal channel associated to nearby tidal flats with PAZ-E6 palynological signature .",,No,,,,Venerupis aurea senescens,No,No,TIMS,No Info,,SE,SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal to,MIS 5e,"The age was calculated according to the method of Ludwig & Titterington (1994). To reduce the error in the estimated age, a robust biweight average using Ludwig s Isoplot programme was calculated. The U/Th age of the sediment at 29.86 m is 118.2 +/- 6.3 ka.

Date comes from marine interval deposited during PAZ E6 (palynological constraints in the bed itself, and below it and above it).",Kim Cohen,Kim Cohen,2021-10-26 20:54:52
3314,1,Mollusk or algae,bulk sample of Astarte borealis shells,Alpha,"Israelson et al., 1994
 Vosgerau et al., 1994",,VO94-001,VO94-001-001,82115,,Yes,,,70.550221,-22.691914,,,Yes,Taken from a map from the paper,Mean Sea Level / General definition,Not reported,9.5,N/A,9.5,1.9,"The elevation is taken from a diagram from the paper. The elevation measurement technique is not stated, so we take 20% of the reported elevation as the uncertainty.",,Interpreted as back-barrier sediments ,Not Stated,Not Stated,,,,Astarte borealis,,,Not reported,No Info,,SE,SE,,,,,,,,31000,4000,109,6,,,11.628,1.362,,,1.391,0.106,,,,,,,,,,,,Equal to,MIS 5,"141.7 +10.7-9.4



The age, when combined with other dating methods applied to this deposit are consistent with a MIS 5 age.",Evan Gowan,Evan Gowan,2021-09-06 09:22:16
3315,1,Mollusk or algae,bulk sample of Astarte borealis shells,Alpha,"Israelson et al., 1994
 Vosgerau et al., 1994",,VO94-002,VO94-002-001,82551,,Yes,,,70.542972,-23.683552,,,Yes,Taken from a map from the paper,Mean Sea Level / General definition,Not reported,2,N/A,2,0.4,"The elevation is taken from a diagram from the paper. The elevation measurement technique is not stated, so we take 20% of the reported elevation as the uncertainty.",,Interpreted as nearshore or back-barrier sediments ,Not Stated,Not Stated,,,,Astarte borealis,,,Not reported,No Info,,SE,SE,,,,,,,,73000,12000,313,20,,,14.66,1.178,,,0.703,0.054,,,,,,,,,,,,Equal to,MIS 5,"117.1 +8.5-7.7

The age, when combined with other dating methods applied to this deposit are consistent with a MIS 5 age.",Evan Gowan,,2021-09-06 09:19:16
1982,1,Mollusk or algae,Strombus latus,Mass spectrometer,"Zazo et al., 2003
 Cerrone et al., 2021",,ZA03-001,ZA03-001-001,CB90-2,,N/A,,,39.488368,2.736524,,,Yes,,Not reported,Not reported,2.3,N/A,,,,,,,,,,Strombus,latus,,,TIMS,No Info,,SE,SE,,,,,,,,1.523,0.015,1.772,0.001,,,,,,,0.670,0.008,,,,,,,,,,,,Equal to,MIS 5e,Reported age 113.5 +/- 2.5,Alessio Rovere,,2020-06-24 10:44:31
